"seqword_main_id","genus","species","strain","description","lineage","lineage","lineage","sequence","sequence_length","locus_length","left_border","fk_accessions_id"
">gi|1100869002271|ref|NC_m00006|","Alteromonadales","TW-7",",","unfinished","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1099646004677|ref|NC_m00007|","Alteromonas","macleodii","Deep","ecotype","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|642979323|ref|NC_i00003|","Anaerococcus","hydrogenalis","DSM","7454_","Firmicutes","Firmicutes",1,,,,,
">gi|4083312|ref|NC_j00004|","Anaerococcus","prevotii","DSM","20548_","Firmicutes","Firmicutes",1,,,,,
">gi|641736193|ref|NC_i00004|","Anaerofustis","stercorihominis","DSM","17244_","Firmicutes","Firmicutes",1,,,,,
">gi|641736227|ref|NC_i00005|","Anaerostipes","caccae","DSM","14662_","Firmicutes","Firmicutes",1,,,,,
">gi|641736271|ref|NC_i00006|","Anaerotruncus","colihominis","DSM","17241_","Firmicutes","Firmicutes",1,,,,,
">gi|4083308|ref|NC_j00005|","Atopobium","parvulum","DSM","20469_","Actinobacteria","Actinobacteria",1,,,,,
">gi|1099451004080|ref|NC_m00008|","Aurantimonas","sp.","SI85-9A1","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|1101501000822|ref|NC_m00010|","Bacillus","sp.","SG-1","_","Firmicutes","Firmicutes",1,,,,,
">gi|1101159007480|ref|NC_m00009|","Bacillus","sp.","B14905","_","Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ref|NC_s00001.1|","Bacteriodes","xylanisolvens","XB1A,","unfinished","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|642979351|ref|NC_i00016|","Bacteroides","plebeius","DSM","17135_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|642979337|ref|NC_i00015|","Bacteroides","pectinophilus","ATCC","43243_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|640963014|ref|NC_i00008|","Bacteroides","capillosus","ATCC","29799_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|640963023|ref|NC_i00007|","Bacteroides","caccae","ATCC","43185_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|642791613|ref|NC_i00009|","Bacteroides","coprocola","M16,","DSM","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|641736196|ref|NC_i00017|","Bacteroides","stercoris","ATCC","43183_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|642979370|ref|NC_i00010|","Bacteroides","dorei","DSM","17855_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|641380449|ref|NC_i00014|","Bacteroides","ovatus","ATCC","8483_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|641380447|ref|NC_i00018|","Bacteroides","uniformis","ATCC","8492_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|642791621|ref|NC_i00013|","Bacteroides","intestinalis","341,","DSM","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|642979319|ref|NC_i00012|","Bacteroides","finegoldii","DSM","17565_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|642979334|ref|NC_i00011|","Bacteroides","eggerthii","DSM","20697_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|1106380163076|ref|NC_m00011|","beta","proteobacterium","KB13","_","Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|4082741|ref|NC_j00006|","Beutenbergia","cavernae","DSM","12333_","Actinobacteria","Actinobacteria",1,,,,,
">gi|640963015|ref|NC_i00019|","Bifidobacterium","adolescentis","L2-32,","unfinished","Actinobacteria","Actinobacteria",1,,,,,
">gi|642979312|ref|NC_i00021|","Bifidobacterium","catenulatum","DSM","16992_","Actinobacteria","Actinobacteria",1,,,,,
">gi|641736189|ref|NC_i00022|","Bifidobacterium","dentium","ATCC","27678_","Actinobacteria","Actinobacteria",1,,,,,
">gi|642979361|ref|NC_i00020|","Bifidobacterium","angulatum","DSM","20098_","Actinobacteria","Actinobacteria",1,,,,,
">gi|642979313|ref|NC_i00024|","Bifidobacterium","pseudocatenulatum","DSM","20438_","Actinobacteria","Actinobacteria",1,,,,,
">gi|642979324|ref|NC_i00023|","Bifidobacterium","gallicum","DSM","20093_","Actinobacteria","Actinobacteria",1,,,,,
">gi|1099463000710|ref|NC_m00012|","Blastopirellula","marina","DSM",3645,"Planctomycetes","Planctomycetes",1,,,,,
">gi|4082369|ref|NC_j00007|","Brachybacterium","faecium","DSM","4810_","Actinobacteria","Actinobacteria",1,,,,,
">gi|4083292|ref|NC_j00008|","Brachyspira","murdochii","DSM","12563_","Spirochaetes","Spirochaetes",1,,,,,
">gi|1104670153116|ref|NC_m00013|","Brevundimonas","sp.","BAL3","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|000000000|ref|NC_s00002.1|","Butyrivibrio","fibrisolvens","16/4,","unfinished","Firmicutes","Firmicutes",1,,,,,
">gi|1103207000293|ref|NC_m00014|","Caminibacter","mediatlanticus","TB-2","_","Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
">gi|1106149034637|ref|NC_m00015|","Campylobacterales","bacterium","GD",1,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
">gi|1099314759162|ref|NC_m00016|","Pelagibacter","ubique","HTCC1002","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|642979305|ref|NC_i00025|","Capnocytophaga","sputigena","Capno,","unfinished","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|4083258|ref|NC_j00009|","Capnocytophaga","ochracea","DSM","7271_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|0000000000000|ref|NC_m00017|","Carboxydibrachium","pacificum","str.","DSM","Firmicutes","Firmicutes",1,,,,,
">gi|1101238001012|ref|NC_m00018|","Carnobacterium","sp.","AT7","_","Firmicutes","Firmicutes",1,,,,,
">gi|4082785|ref|NC_j00010|","Catenulispora","acidiphila","DSM","44928_","Actinobacteria","Actinobacteria",1,,,,,
">gi|4082375|ref|NC_j00011|","Cellulomonas","flavigena","DSM","20109_","Actinobacteria","Actinobacteria",1,,,,,
">gi|4082984|ref|NC_j00012|","Chitinophaga","pinensis","DSM","2588_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|1113211290435|ref|NC_m00019|","Citreicella","sp.","SE45","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|641736169|ref|NC_i00036|","Clostridium","spiroforme","DSM","1552_","Firmicutes","Firmicutes",1,,,,,
">gi|641736270|ref|NC_i00035|","Clostridium","sp.","SS2/1,","unfinished","Firmicutes","Firmicutes",1,,,,,
">gi|642979359|ref|NC_i00029|","Clostridium","hylemonae","DSM","15053_","Firmicutes","Firmicutes",1,,,,,
">gi|641380427|ref|NC_i00030|","Clostridium","leptum","DSM","753_","Firmicutes","Firmicutes",1,,,,,
">gi|641736198|ref|NC_i00032|","Clostridium","ramosum","DSM","1402_","Firmicutes","Firmicutes",1,,,,,
">gi|641736197|ref|NC_i00033|","Clostridium","scindens","ATCC","35704_","Firmicutes","Firmicutes",1,,,,,
">gi|641736113|ref|NC_i00026|","Clostridium","bartlettii","DSM","16795_","Firmicutes","Firmicutes",1,,,,,
">gi|641380428|ref|NC_i00027|","Clostridium","bolteae","ATCC","BAA-613_","Firmicutes","Firmicutes",1,,,,,
">gi|642979369|ref|NC_i00031|","Clostridium","nexile","DSM","1787_","Firmicutes","Firmicutes",1,,,,,
">gi|641380448|ref|NC_i00034|","Clostridium","sp.","L2-50,","unfinished","Firmicutes","Firmicutes",1,,,,,
">gi|642979371|ref|NC_i00028|","Clostridium","hiranonis","DSM","13275_","Firmicutes","Firmicutes",1,,,,,
">gi|642791615|ref|NC_i00037|","Clostridium","sporogenes","ATCC","15579_","Firmicutes","Firmicutes",1,,,,,
">gi|640612206|ref|NC_i00038|","Collinsella","aerofaciens","ATCC","25986_","Actinobacteria","Actinobacteria",1,,,,,
">gi|642979320|ref|NC_i00039|","Collinsella","intestinalis","DSM","13280_","Actinobacteria","Actinobacteria",1,,,,,
">gi|642979321|ref|NC_i00040|","Collinsella","stercoris","DSM","13279_","Actinobacteria","Actinobacteria",1,,,,,
">gi|4082737|ref|NC_j00013|","Conexibacter","woesei","DSM","14684_","Actinobacteria","Actinobacteria",1,,,,,
">gi|1097664134131|ref|NC_m00020|","Congregibacter","litoralis","KT71","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|641380422|ref|NC_i00041|","Coprococcus","eutactus","ATCC","27759_","Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ref|NC_s00003.1|","Coprococcus","comes","SL7/1,","unfinished","Firmicutes","Firmicutes",1,,,,,
">gi|642979306|ref|NC_i00042|","Corynebacterium","amycolatum","SK46,","unfinished","Actinobacteria","Actinobacteria",1,,,,,
">gi|4082789|ref|NC_j00014|","Cryptobacterium","curtum","DSM","15641_","Actinobacteria","Actinobacteria",1,,,,,
">gi|1106012173546|ref|NC_m00021|","Cyanobium","sp.","PCC",7001,"Cyanobacteria","Cyanobacteria",1,,,,,
">gi|1101676644636|ref|NC_m00022|","Cyanothece","sp.","CCY0110","_","Cyanobacteria","Cyanobacteria",1,,,,,
">gi|4083324|ref|NC_j00015|","Denitrovibrio","acetiphilus","DSM","12809_","Deferribacteres","Deferribacteres",1,,,,,
">gi|4082992|ref|NC_j00016|","Desulfohalobium","retbaense","DSM","5692_","Deltaproteobacteria","Deltaproteobacteria",1,,,,,
">gi|4083250|ref|NC_j00017|","Desulfomicrobium","baculatum","DSM","4028_","Deltaproteobacteria","Deltaproteobacteria",1,,,,,
">gi|4082966|ref|NC_j00018|","Desulfotomaculum","acetoxidans","DSM","771_","Firmicutes","Firmicutes",1,,,,,
">gi|642979316|ref|NC_i00043|","Desulfovibrio","piger","ATCC","29098_","Deltaproteobacteria","Deltaproteobacteria",1,,,,,
">gi|4082729|ref|NC_j00019|","Dethiosulfovibrio","peptidovorans","DSM","11002_","Synergistetes","Synergistetes",1,,,,,
">gi|0000000000000|ref|NC_m00023|","Dokdonia","donghaensis","strain","MED134","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|641736133|ref|NC_i00044|","Dorea","formicigenerans","ATCC","27755_","Firmicutes","Firmicutes",1,,,,,
">gi|640963046|ref|NC_i00045|","Dorea","longicatena","DSM","13814_","Firmicutes","Firmicutes",1,,,,,
">gi|4082745|ref|NC_j00020|","Dyadobacter","fermentans","DSM","18053_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|4082980|ref|NC_j00021|","Eggerthella","lenta","DSM","2243_","Actinobacteria","Actinobacteria",1,,,,,
">gi|642979368|ref|NC_i00046|","Enterobacter","cancerogenus","ATCC","35316_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ref|NC_s00004.1|","Enterococcus","sp.","7L76,","unfinished","Firmicutes","Firmicutes",1,,,,,
">gi|1101482001801|ref|NC_m00025|","Erythrobacter","sp.","SD-21","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|642979360|ref|NC_i00048|","Eubacterium","biforme","DSM","3989_","Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ref|NC_s00005.1|","Eubacterium","siraeum","70/3,","unfinished","Firmicutes","Firmicutes",1,,,,,
">gi|640963022|ref|NC_i00051|","Eubacterium","ventriosum","ATCC","27560_","Firmicutes","Firmicutes",1,,,,,
">gi|641380446|ref|NC_i00049|","Eubacterium","dolichum","DSM","3991_","Firmicutes","Firmicutes",1,,,,,
">gi|641736184|ref|NC_i00050|","Eubacterium","siraeum","DSM","15702_","Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ref|NC_s00006.1|","Faecalibacterium","prausnitzii","SL3/3,","unfinished","Firmicutes","Firmicutes",1,,,,,
">gi|641380420|ref|NC_i00052|","Faecalibacterium","prausnitzii","M21/2,","unfinished","Firmicutes","Firmicutes",1,,,,,
">gi|1099451317781|ref|NC_m00027|","Flavobacteria","bacterium","BBFL7","_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|1101699887726|ref|NC_m00026|","Flavobacteria","bacterium","BAL38","_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|1103813602168|ref|NC_m00028|","Flavobacteriales","bacterium","ALC-1","_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|1099750004333|ref|NC_m00029|","Flavobacteriales","bacterium","HTCC2170","_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|0000000000000|ref|NC_m00030|","Fulvimarina","pelagi","HTCC2506","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|1109846220923|ref|NC_m00033|","gamma","proteobacterium","NOR51-B","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1108854218886|ref|NC_m00032|","gamma","proteobacterium","NOR5-3","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1106129323624|ref|NC_m00031|","gamma","proteobacterium","HTCC5015","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|4083050|ref|NC_j00022|","Geodermatophilus","obscurus","DSM","43160_","Actinobacteria","Actinobacteria",1,,,,,
">gi|4083028|ref|NC_j00023|","Gordonia","bronchialis","DSM","43247_","Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ref|NC_s00007.1|","Gordonibacter","pamelaeae","gen.","nov._","Actinobacteria","Actinobacteria",1,,,,,
">gi|4082733|ref|NC_j00024|","Halogeometricum","borinquense","DSM","11551_","Euryarchaeota","Euryarchaeota",1,,,,,
">gi|4083000|ref|NC_j00025|","Halomicrobium","mukohataei","DSM","12286_","Euryarchaeota","Euryarchaeota",1,,,,,
">gi|4083004|ref|NC_j00026|","Halorhabdus","utahensis","DSM","12940_","Euryarchaeota","Euryarchaeota",1,,,,,
">gi|1103279223847|ref|NC_m00034|","Hoeflea","phototrophica","DFL-43","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
"NC_000012.fna:>gi|00000000|ref|NC_000012.1|","Homo","sapiens","chromosome","12_","Vertebrata","Vertebrata",1,,,,,
"NC_000001.fna:>gi|00000000|ref|NC_000001.1|","Homo","sapiens","chromosome","1_","Vertebrata","Vertebrata",1,,,,,
"NC_000009.fna:>gi|00000000|ref|NC_000009.1|","Homo","sapiens","chromosome","9_","Vertebrata","Vertebrata",1,,,,,
"NC_000021.fna:>gi|00000000|ref|NC_000021.1|","Homo","sapiens","chromosome","21_","Vertebrata","Vertebrata",1,,,,,
"NC_000002.fna:>gi|00000000|ref|NC_000002.1|","Homo","sapiens","chromosome","2_","Vertebrata","Vertebrata",1,,,,,
"NC_000020.fna:>gi|00000000|ref|NC_000020.1|","Homo","sapiens","chromosome","20_","Vertebrata","Vertebrata",1,,,,,
"NC_000024.fna:>gi|00000000|ref|NC_000024.1|","Homo","sapiens","chromosome","Y_","Vertebrata","Vertebrata",1,,,,,
"NC_000023.fna:>gi|00000000|ref|NC_000023.1|","Homo","sapiens","chromosome","X_","Vertebrata","Vertebrata",1,,,,,
"NC_000003.fna:>gi|00000000|ref|NC_000003.1|","Homo","sapiens","chromosome","3_","Vertebrata","Vertebrata",1,,,,,
"NC_000007.fna:>gi|00000000|ref|NC_000007.1|","Homo","sapiens","chromosome","7_","Vertebrata","Vertebrata",1,,,,,
"NC_000013.fna:>gi|00000000|ref|NC_000013.1|","Homo","sapiens","chromosome","13_","Vertebrata","Vertebrata",1,,,,,
"NC_000010.fna:>gi|00000000|ref|NC_000010.1|","Homo","sapiens","chromosome","10_","Vertebrata","Vertebrata",1,,,,,
"NC_000004.fna:>gi|00000000|ref|NC_000004.1|","Homo","sapiens","chromosome","4_","Vertebrata","Vertebrata",1,,,,,
"NC_000008.fna:>gi|00000000|ref|NC_000008.1|","Homo","sapiens","chromosome","8_","Vertebrata","Vertebrata",1,,,,,
"NC_000022.fna:>gi|00000000|ref|NC_000022.1|","Homo","sapiens","chromosome","22_","Vertebrata","Vertebrata",1,,,,,
"NC_000018.fna:>gi|00000000|ref|NC_000018.1|","Homo","sapiens","chromosome","18_","Vertebrata","Vertebrata",1,,,,,
"NC_000011.fna:>gi|00000000|ref|NC_000011.1|","Homo","sapiens","chromosome","11_","Vertebrata","Vertebrata",1,,,,,
"NC_000019.fna:>gi|00000000|ref|NC_000019.1|","Homo","sapiens","chromosome","19_","Vertebrata","Vertebrata",1,,,,,
"NC_000017.fna:>gi|00000000|ref|NC_000017.1|","Homo","sapiens","chromosome","17_","Vertebrata","Vertebrata",1,,,,,
"NC_000006.fna:>gi|00000000|ref|NC_000006.1|","Homo","sapiens","chromosome","6_","Vertebrata","Vertebrata",1,,,,,
"NC_000016.fna:>gi|00000000|ref|NC_000016.1|","Homo","sapiens","chromosome","16_","Vertebrata","Vertebrata",1,,,,,
"NC_000014.fna:>gi|00000000|ref|NC_000014.1|","Homo","sapiens","chromosome","14_","Vertebrata","Vertebrata",1,,,,,
"NC_000015.fna:>gi|00000000|ref|NC_000015.1|","Homo","sapiens","chromosome","15_","Vertebrata","Vertebrata",1,,,,,
"NC_000005.fna:>gi|00000000|ref|NC_000005.1|","Homo","sapiens","chromosome","5_","Vertebrata","Vertebrata",1,,,,,
">gi|1102927038518|ref|NC_m00035|","Hydrogenivirga","sp.","128-5-R1-1","_","Aquificae","Aquificae",1,,,,,
">gi|1099451322292|ref|NC_m00036|","Idiomarina","baltica","OS145","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1099604002279|ref|NC_m00037|","Janibacter","sp.","HTCC2649","_","Actinobacteria","Actinobacteria",1,,,,,
">gi|4082761|ref|NC_j00027|","Jonesia","denitrificans","DSM","20603_","Actinobacteria","Actinobacteria",1,,,,,
">gi|4083296|ref|NC_j00028|","Kangiella","koreensis","DSM","16069_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1103813601118|ref|NC_m00038|","Kordia","algicida","OT-1","_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|4082793|ref|NC_j00029|","Kribbella","flavida","DSM","17836_","Actinobacteria","Actinobacteria",1,,,,,
">gi|4082757|ref|NC_j00030|","Kytococcus","sedentarius","DSM","20547_","Actinobacteria","Actinobacteria",1,,,,,
">gi|0000000000000|ref|NC_m00039|","Leeuwenhoekiella","blandensis","strain","MED217","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|1101329224579|ref|NC_m00040|","Lentisphaera","araneosa","HTCC2155","_","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,,,,,
">gi|4082970|ref|NC_j00031|","Leptotrichia","buccalis","DSM","1135_","Fusobacteria","Fusobacteria",1,,,,,
">gi|1103186003341|ref|NC_m00041|","Limnobacter","sp.","MED105","_","Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|1099451320109|ref|NC_m00042|","Loktanella","vestfoldensis","SKA53","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|1099428180403|ref|NC_m00043|","Lyngbya","aestuarii","CCY9616","_","Cyanobacteria","Cyanobacteria",1,,,,,
">gi|1100111000177|ref|NC_m00046|","marine","gamma","proteobacterium","HTCC2143","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|0000000000000|ref|NC_m00048|","marine","gamma","proteobacterium","HTCC2207","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1106774214153|ref|NC_m00047|","marine","gamma","proteobacterium","HTCC2148","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1100755000551|ref|NC_m00045|","marine","gamma","proteobacterium","HTCC2080","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1106149311047|ref|NC_m00049|","Marinitoga","piezophila","KA3","_","Thermotogae","Thermotogae",1,,,,,
">gi|1101232001237|ref|NC_m00051|","Marinobacter","sp.","ELB17","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1103407001959|ref|NC_m00050|","Marinobacter","sp.","DG893","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1099517007613|ref|NC_m00052|","Marinomonas","sp.","MED121","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|0000000000000|ref|NC_m00053|","Mariprofundus","ferrooxydans","PV-1","_","Zetaproteobacteria","Zetaproteobacteria",1,,,,,
">gi|000000000|ref|NC_s00008.1|","Megamonas","hypermegale","ART12/1,","unfinished","Firmicutes","Firmicutes",1,,,,,
">gi|4083028|ref|NC_j00033|","Meiothermus","silvanus","DSM","9946_","Deinococcus/Thermus","Deinococcus/Thermus",1,,,,,
">gi|4083242|ref|NC_j00032|","Meiothermus","ruber","DSM","1279_","Deinococcus/Thermus","Deinococcus/Thermus",1,,,,,
">gi|1104571000267|ref|NC_m00054|","Methylophaga","sp.","DMS010","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|1100893002544|ref|NC_m00055|","Methylophilales","bacterium","HTCC2181","_","Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|1103659003780|ref|NC_m00056|","Microcoleus","chthonoplastes","PCC",7420,"Cyanobacteria","Cyanobacteria",1,,,,,
">gi|1099589004078|ref|NC_m00057|","Microscilla","marina","ATCC",23134,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
